caseid,tname,tid,nan_count_per_column,zero_count,size,samplingperiode
4821,Primus/CO2,736018b9406774076084fecf624848863bf3a5ae,140,0,152990,0.5
4821,SNUADC/ECG_II,4d394ea79a940b8605b2e5a0671bd2a7847a102e,819,0,1223917,
4821,SNUADC/PLETH,64de5849e9a28508e894442bec32964192a8b2ee,819,0,1223917,
4822,BIS/EEG1_WAV,201ae991ff0d571a4bfca75cfb864da7a4b38352,338,427,908418,
4822,BIS/EEG2_WAV,7f95276325eda25b1f93326c72d0370145b339b2,338,473,908418,
4822,Primus/AWP,240b90943432bcb387c44029029a3911fe9f52a7,1581,86478,443564,0.0
4822,Primus/CO2,9481d3185ee6684eec31ec8f1baf0d19fbd240df,224,33573,443564,0.4
4822,SNUADC/ECG_II,03559a85ea2d70ad9637561a545e4a2c015a64e6,1163,0,3548507,
4822,SNUADC/ECG_V5,58c4aa253a1aa54f823986de7cf8e4f0d6eebfaf,1163,0,3548507,
4822,SNUADC/PLETH,43e46bbe271defa5466de501ce8e497f84f95cc2,1163,0,3548507,
4823,BIS/EEG1_WAV,d5a79b4d9227cb18fdc59e855c6fd5ace8c0d2a4,235,848,1820299,
4823,BIS/EEG2_WAV,a09c4ef96bc0a06b76759fcc0c078aa6235062be,235,1408,1820299,
4823,Primus/AWP,49abbb417f5cfc8ac35276f88857653e1e754dea,18184,64703,888818,
4823,Primus/CO2,e5c4dc316e31e230664e41096457d0c7bac1020d,248,19033,888818,20.0
4823,SNUADC/ART,da4757be1e714fa757a253708992a40bd231e12e,589,0,7110542,
4823,SNUADC/ECG_II,cec3c1a3dd915c6086088bce8711fa8477683d6e,589,0,7110542,
4823,SNUADC/PLETH,2e1b31708d95a9f5128d54c8ed85b9285a99b4b2,589,0,7110542,
4824,BIS/EEG1_WAV,a1a99fec556e344ccd4232885288438b1e464a9f,638,887,1697966,
4824,BIS/EEG2_WAV,ddef539f3be4776c167060f6fb26cf7c30fc2680,638,433,1697966,
4824,Primus/AWP,f2b57ba95cf9d10cf2b2a8e798c02e36ec3e14fe,1775,4274,829085,0.3
4824,Primus/CO2,83d1dd769aad9b3ec4b6b7fd5d6f7a407607f63d,425,39657,829085,46.9
4824,SNUADC/ECG_II,5225ce4f55fb5a3f388dbb98bed4754bbc2f00b2,2109,0,6632678,
4824,SNUADC/ECG_V5,05720fbc77a1ad572e0d11e6da031eb795e3d8c0,2109,0,6632678,
4824,SNUADC/PLETH,9424469e849b6d4b2691cb12283c8bd7996aa7a3,2109,0,6632678,
4825,BIS/EEG1_WAV,a928a6373436719764afb125cbc7555473abef6d,13271,463,1191639,
4825,BIS/EEG2_WAV,a25154addefb2dddcc3114926ae9de3bad67b554,13271,307,1191639,
4825,Primus/AWP,efe6c797005b9040ffe4b11aa7b771004b9bfa01,41021,15174,581855,0.1
4825,Primus/CO2,6529117d19417f669e5bd7d3533c9eb80e0d5b21,1295,1622,581855,0.5
4825,SNUADC/ART,96096ede3aa0b2c5b4b2c47d76d899020b789c74,8930,0,4654837,
4825,SNUADC/CVP,0259babefd13513051b00cafe3b06da928f5208f,8930,0,4654837,
4825,SNUADC/ECG_II,7533198d741991f613b962c13fcb547cf2e955ec,8930,0,4654837,
4825,SNUADC/ECG_V5,fd53cf8ecd0f47fa8842834b0132992eec753b07,8930,0,4654837,
4825,SNUADC/PLETH,1eaf020dee908bd9472754ff1d2734931ec62718,8930,0,4654837,
4826,BIS/EEG1_WAV,ec0d4321de6d98c2632e867e650696cd3b4e2e85,172,646,1522204,28.5
4826,BIS/EEG2_WAV,94dbead26b568d917dc12cb2f9384e014c2cf257,172,946,1522204,17.75
4826,Primus/AWP,6d64a2aa67d4cb11624e2bdd7b87be934606d364,2753,29313,743264,
4826,Primus/CO2,b3badd341059a3c8c0977455403b8082302eadbd,164,26389,743264,
4826,SNUADC/ART,d74d684d3b706eb3205e94c2a15e944cefe05e7c,454,0,5946109,
4826,SNUADC/ECG_II,1ef24602b44719a17929e3e993513a4eca2907ff,454,0,5946109,
4826,SNUADC/PLETH,3353c8c367feaa01fd19dca215e389083476699f,454,0,5946109,
4827,BIS/EEG1_WAV,aa21f8238874f15bc183e68b74be28eb963a4037,167,277,731591,23.45
4827,BIS/EEG2_WAV,895ae2a9b47419016e4570b348d1211bbf63201c,167,231,731591,23.8
4827,Primus/AWP,fd616e6d3e1fb50126823dc4725b381fe33d72fd,69004,2014,357223,
4827,Primus/CO2,0f906401cb09313367ce189a34fdb6396ddd4e1a,463,42156,357223,
4827,SNUADC/ECG_II,fbe6aaff041181e97993a3b674d6f50a481c6611,380,0,2857777,
4827,SNUADC/ECG_V5,90599422c2f8dbfb6ed97528dc5b13abe78a0be8,380,0,2857777,
4827,SNUADC/PLETH,d61e495e4c5c77922c7e316c4d01257b902c6438,380,0,2857777,
4828,BIS/EEG1_WAV,6a409e33c24ae499d415eb755893bb1e2826e7cc,2762,1015,1845754,
4828,BIS/EEG2_WAV,01356f70e58def8099327feb85bd43129ae56bce,2762,2296,1845754,
4828,Primus/AWP,4a8ebc43a2881a5d48414fcbcd10437a9b9a7e82,4307,18361,901247,0.0
4828,Primus/CO2,3528502e235818b0e6dcf464b19e7a44dc607740,1367,54151,901247,0.0
4828,SNUADC/ART,72e4aa6b50198f7b00a76ac1db8de423574e7480,10154,0,7209974,
4828,SNUADC/ECG_II,d667687f21bb0c748be1acf073d5fbf2a4c385a0,10154,0,7209974,
4828,SNUADC/PLETH,60f673346f06cd14af0f67713cfba63ab3882bf8,10154,0,7209974,
4829,BIS/EEG1_WAV,b734d915e6807133fb872efe537a09482449bb37,2741,734,1287834,
4829,BIS/EEG2_WAV,92396ed3a8b8369663a28a2b94286ad74fe55a79,2741,679,1287834,
4829,Primus/AWP,b241c963504bc5741ea902ab70aacb03d4266643,2876,6416,628826,0.4
4829,Primus/CO2,bef52d02bea75aba15a5accde71c8fbfd0cfe43b,1436,14391,628826,0.2
4829,SNUADC/ECG_II,31c1ae834b99032da087f8777ebdaee67ba4ef63,10206,0,5030601,
4829,SNUADC/ECG_V5,3d9b97a1d31940ad1081183ecc40aad7e13efd23,10206,0,5030601,
4829,SNUADC/PLETH,3c9f7009d6af8fc9dd20a1e7b31d81ac6fb1f9f2,10206,0,5030601,
4830,BIS/EEG1_WAV,e4df709e744fe4f325eb6c0faf7c7e4e17c58dd8,175,778,686831,-1.75
4830,BIS/EEG2_WAV,9eae4d7fd10ccf159b1b3e65e90bca2b1a0cf528,175,466,686831,-12.3
4830,Primus/AWP,090df38e32441be84b827b130d40fc1eb3b1e50f,1437,164,335367,
4830,Primus/CO2,5df8aaf050dd565396cdfbc0f70cb8177593291c,147,63153,335367,
4830,SNUADC/ART,7a453f1882bf2f0f3b3fd3af6f299a3f54bec723,433,0,2682930,
4830,SNUADC/ECG_II,60af05a326b968b658c7a23dcbf6ecf719a1f184,433,0,2682930,
4830,SNUADC/PLETH,5f9c62b3a8e8fcf6c56b5d708f10ab93a8d8a3c1,433,0,2682930,
4831,BIS/EEG1_WAV,044788e598556e885b8c703ea8df84e410f3cb58,2917,1022,1648469,-56.4
4831,BIS/EEG2_WAV,45b85a1fe5bdea181ac31f0a27e3c9ee797c092c,2917,2027,1648469,-1137.45
4831,Primus/AWP,4f23431ab1857ebffb0a6f197a0ba4532873f9af,4226,26171,804917,
4831,Primus/CO2,df7184d5e2082518866f8ccbf8cc14068c12e8a2,1517,41066,804917,
4831,SNUADC/ART,7e8a35f4fafb63bbf79a3bbd8decd6bebfeaf16e,10600,0,6439329,
4831,SNUADC/CVP,1c7dc2bb8decbbdd5d562eaaf9ccea2f182f8bd8,10600,0,6439329,
4831,SNUADC/ECG_II,d58c65162a51956130d5f91010054d93b0b04be8,10600,0,6439329,
4831,SNUADC/PLETH,caec73fd8066b808cb09a06db5526f24aa014935,10600,0,6439329,
4832,BIS/EEG1_WAV,aa3a100d5565725088b6042fcd3baddb2b04fcc8,4457,837,1941433,24.05
4832,BIS/EEG2_WAV,f77b1691ef55c4607a03fcdccaba1697b02d3ebf,4457,286,1941433,22.1
4832,Primus/AWP,57086798f09a4c03d8bac609aba87aec28172169,2998,27502,947965,
4832,Primus/CO2,7281d48c7650368fccf897a84b15c631f3760a81,265,37449,947965,
4832,SNUADC/ECG_II,11f16d357b4dde8e276243bb1fc8d09ac8d390b7,368,0,7583720,
4832,SNUADC/PLETH,9b8e9b6210bf0de3ce0651623df47b10697e23da,368,0,7583720,
4833,BIS/EEG1_WAV,c2d956f8462bd75de1778e93528f0667744b75c8,2363,244,743659,22.85
4833,BIS/EEG2_WAV,fbe22b042043a17c4d210993b670818d6693cd57,2363,192,743659,24.45
4833,Primus/AWP,cf542c7bfc12b005db04c05b5423e57ad8775eed,1354,1535,363115,
4833,Primus/CO2,c5dd7aecc25025e5f368eb29ca689f75c2e18cad,115,56987,363115,
4833,SNUADC/ECG_II,75a1c0e7dc4fb62ce65774ee1273fd9a7e1d6007,519,0,2904916,
4833,SNUADC/ECG_V5,29509b08ad7acc691e70f0781fc60d4f3ad40122,519,0,2904916,
4833,SNUADC/PLETH,9b127a5b8f4aa6d16d5918783919ffb9d3aedd0f,519,0,2904916,
4834,BIS/EEG1_WAV,b3a6506bbbe11d4242b26e7323b1c1824959a398,344,330,677896,
4834,BIS/EEG2_WAV,5c0dfffa3c465c10f6983b424596a0bddb6f96be,344,495,677896,
4834,Primus/AWP,baf0c7dfc178ba72cf6f1b6171cd2e9c75797078,1574,33618,331004,0.6
4834,Primus/CO2,9f6cd967386595c9895f460ea2a9d520f2dde60d,194,43564,331004,0.1
4834,SNUADC/ART,fe37452732a6497c8562cb8b99573739e46310a1,1031,0,2648029,
4834,SNUADC/ECG_II,72b8827c0f0692eb883725bc5175c45b34a6e17a,1031,0,2648029,
4834,SNUADC/PLETH,484e2258a27d4776bbdf9312464a6c39e129a19e,1031,0,2648029,
4835,BIS/EEG1_WAV,c5f544be5a84580c56032b9878f69106d916f289,256,1232,2784240,20.6
4835,BIS/EEG2_WAV,4db1dbbfc6b9041be9e33bd2c9979565a90c9ec3,256,643,2784240,27.1
4835,Primus/AWP,97d7a739d2aba5a25f57b813d73cf1e7eeb1b14a,4354,343,1359493,
4835,Primus/CO2,58a9e379dc90ebbff10391fab444b6ee4172b864,343,13178,1359493,
4835,SNUADC/ART,55b1a1df1f96c906f66055449b2fdc600bfbce28,429,0,10875938,
4835,SNUADC/CVP,fe3b31144ba871f576194b564090be75182b9a84,429,0,10875938,
4835,SNUADC/ECG_II,7ac1d1b1f857b482d51342a17eb7c1c4c63b1aa9,429,0,10875938,
4835,SNUADC/ECG_V5,d02e0b82919da958c3d2f586fc55f91d09ed4a0b,429,0,10875938,
4835,SNUADC/PLETH,343b9ce60d90c657c8621763a6f6e39340549525,429,0,10875938,
4836,BIS/EEG1_WAV,0d773da95c0d264e9d5bd201f5f93ef5cde5b625,510,821,1297396,
4836,BIS/EEG2_WAV,b270a2a6f8ce5d35139ced6d48aff44ce9caee02,510,981,1297396,
4836,Primus/AWP,45d2ffbc5c48641bdc204673208d18fa70590f49,4271,17447,633494,0.1
4836,Primus/CO2,497ad941a8d8ce9e7752e6d6815ae62b5492088d,1574,103588,633494,0.0
4836,SNUADC/ART,adbbae7f138b764d73968c2cea60b3f6cd833da2,1829,0,5067952,
4836,SNUADC/CVP,b0ba0e18de656f977ffe7a5c92a2aff288f9d08a,1829,0,5067952,
4836,SNUADC/ECG_II,db08ed6f80a1cfa91a4cea6ca84f7e010f1de4e4,1829,0,5067952,
4836,SNUADC/PLETH,78f4de9d5e04de1bf0dcc4ef2d9f28fa01e8c59d,1829,0,5067952,
4837,BIS/EEG1_WAV,0fa3bfe389b5a4750cdbeaf68a58fbde013da3a4,280,1066,1387304,-0.75
4837,BIS/EEG2_WAV,194e986221e5c288189cbffc4d57c8e14ae09c1f,280,1014,1387304,-11.9
4837,Primus/AWP,3c1fb9b221f4c4bfb9f35cc1dab684be427a605c,1465,20694,677395,
4837,Primus/CO2,384dae717b8f0a4388f3a7f4749d2ab8fbdc28d0,205,70728,677395,
4837,SNUADC/ART,44dccdbc608096d1c9665e0cae4c0215455451e2,460,0,5419155,
4837,SNUADC/CVP,cc74fd19c08549cbfffea6e70025ee16905c0ebf,460,0,5419155,
4837,SNUADC/ECG_II,cf57d344d2fdc095c6173d2eacd14ee1167dd973,460,0,5419155,
4837,SNUADC/PLETH,bc24b2e030024e8390e951b91c7193b3690a1e08,460,0,5419155,
4838,Primus/AWP,33df6b52efe7bd60d67f46418ceb7298ba879b9b,1519,6482,468799,0.4
4838,Primus/CO2,0b559f7f75007cd47280b862234bdcaf52efc2a5,199,12783,468799,0.4
4838,SNUADC/ART,0b8a89717fa83b0dc63728ed1ab526c5282a066e,408,0,3750386,
4838,SNUADC/ECG_II,969484869dd5daf6daa898cdfe18e88cc847071d,408,0,3750386,
4838,SNUADC/PLETH,06a1b3445aef10fef6123e98c3e8d6398f7c85ce,408,0,3750386,
4839,BIS/EEG1_WAV,1f71cc1bf15802453f494e7fc9f590d2d2f1d1c7,4676,1454,1860420,
4839,BIS/EEG2_WAV,8c6dc67e7c28b2c2825ca1d2de2e1748b4ea66f3,4676,2308,1860420,
4839,Primus/AWP,1aeeec4910c94cf7928e918dc28bc60cb0ebef9d,2859,955,908409,0.2
4839,Primus/CO2,8a1b00a55f79c447285a9ae3684c8c262d1d0e0e,249,88862,908409,0.0
4839,SNUADC/ART,33c9e3369ef2f7f0b26d6e969db81513b290797e,313,0,7267266,
4839,SNUADC/ECG_II,ec4d6930b0f13cf3ddab3ae995f6b18415dcee89,313,0,7267266,
4839,SNUADC/PLETH,69b74da8cb2153b4dfc92f696c8d6bcc9ad4e92b,313,0,7267266,
4840,BIS/EEG1_WAV,576689c095e11445dbdf4f0fb518a16d6485008c,144,740,1688240,-40.3
4840,BIS/EEG2_WAV,a82f6d8d87bc675f5b17456a54cb109a43d149e3,144,967,1688240,-4.65
4840,Primus/AWP,4ce3cf72ea4d4a6841a0ef614ca1cae8ef8b6f6f,2907,1709,824336,
4840,Primus/CO2,4bbac02ebe1d53bd48bb839ef6aacf1faeed02ed,176,5118,824336,
4840,SNUADC/ECG_II,98e9e0d395b0f6733168e22aaf7b33e8ff84bab1,375,0,6594688,
4840,SNUADC/ECG_V5,ab16e5096ee3f995c078f44bd73964a5efa5f3a8,375,0,6594688,
4840,SNUADC/PLETH,ff3bb1959efac9aac115374159f467bb2aec2e53,375,0,6594688,
4841,BIS/EEG1_WAV,01a6b74444c43561ef01feb29e9bf331d3daf992,416,899,960752,
4841,BIS/EEG2_WAV,e4f008434ee93162def0a8ddfdc7028f452d3971,416,751,960752,
4841,Primus/AWP,32235f50532f28578919fddeadc06b976cc4ab1d,1597,21785,469117,
4841,Primus/CO2,f6c2f519714734fb8f9e5ed3bb789f37ef70eee6,247,34660,469117,
4841,SNUADC/ART,a290ecad16fd49deab15cb5055b96d92b1f4b5aa,1382,0,3752935,-6.83477
4841,SNUADC/ECG_II,3bdb835fca1d09037e3186611b45da33063ad102,1382,0,3752935,-0.00910027
4841,SNUADC/PLETH,198a3078d04875ff4d048535adfd4ecc08b02fe6,1382,0,3752935,36.7644
4842,BIS/EEG1_WAV,62d53a561174c64493e628555aa28be854a49401,137,760,514969,-107.75
4842,BIS/EEG2_WAV,68530319aed51583a5f7c6f06cbb4d94a42a2c37,137,169,514969,-67.65
4842,Primus/AWP,4c0bbb4faccc5e523b03cce72224cae91e292499,1340,2346,251450,
4842,SNUADC/ECG_II,7c5bceeecace7444679f3d176aa2881264aaff41,2242,0,2011596,
4842,SNUADC/ECG_V5,cdfca46efdb13934345c169b4b4bf3c0ad366b44,2242,0,2011596,
4842,SNUADC/PLETH,e97bbdb0fdfad033c91004930860a8cefc15c4e5,2242,0,2011596,
4843,BIS/EEG1_WAV,d977cb8d0895409ada74567a8ac8b58529adaa0a,3044,2498,2360500,
4843,BIS/EEG2_WAV,cde898c52b78ca3d063aa0252a83e337f34e95fb,3044,3715,2360500,
4843,Primus/AWP,a861cf73f0e9eac811c5838d3036ba4ccec6c3f3,4184,0,1152588,
4843,Primus/CO2,fe39a325cfb17bfd36f6f4a60adf3298ef27738e,1578,59641,1152588,
4843,SNUADC/ART,72215f9b7c19fb538eca5cd2886b4c3e9b5585b4,11402,0,9220701,-12.7595
4843,SNUADC/ECG_II,69b9f26650f7bb2eea043f9ff147ea519a40ba29,11402,0,9220701,0.000774297
4843,SNUADC/PLETH,9407d39923dccc9f085079ed3179e50141c3faf8,11402,0,9220701,29.2597
4844,BIS/EEG1_WAV,d0737b5ea559124d2cb719c11e2e17740939ede8,31982,356,788830,
4844,BIS/EEG2_WAV,650c7db045756e87ec80c41aecf1f4a4a8810bef,31982,357,788830,
4844,Primus/AWP,cba21b835fbaf3f60932c6c6fae8363e0b5b5b2f,631,6604,385171,0.1
4844,Primus/CO2,a6df6a49b23232290eaded3c39df39c0eec83535,631,443,385171,0.4
4844,SNUADC/ART,228d0f1615be82e0b417bd9646769169a3dd5716,109,0,3081366,
4844,SNUADC/ECG_II,a19b61b228ed640cd04feab933c16c6cb93e233d,109,0,3081366,
4844,SNUADC/ECG_V5,1c9d33a60557b4ae88becfd6403df929fcbedf62,109,0,3081366,
4844,SNUADC/PLETH,84498389d9deafc673c4b549b858d1b614a7c4db,109,0,3081366,
4845,BIS/EEG1_WAV,9870ca784d76f92927b823c8e40551cfe3a7b3ce,189,581,845021,5.55
4845,BIS/EEG2_WAV,e9b0f645de067d78b73ebe9ed6f4e6cd42c57a31,189,876,845021,2.95
4845,Primus/AWP,a2e9ebf33eb11861d32f437d6bc9cbe46f21aac9,138,6739,412608,
4845,Primus/CO2,d4d9c1781b88292d11a931b39ef6195eb81650f4,138,33847,412608,
4845,SNUADC/ART,1eb1cd7c53a9b0b28fca7ef0a1b78340a149bf3f,356,0,3300862,
4845,SNUADC/ECG_II,44fdeb4ac319396d041f0d63f26db3e57b43d1f8,356,0,3300862,
4845,SNUADC/PLETH,9a8792c618d17c6dddc1b50054ba815c6eaf48b9,356,0,3300862,
4846,BIS/EEG1_WAV,8068ccc4a589e5b907b8c58bd7b528c4e98277c9,2698,347,1146697,
4846,BIS/EEG2_WAV,058a0d405c955b28d37605647bc0280e0e338c7e,2698,252,1146697,
4846,Primus/AWP,f66dcdfa842541c8fe6da6e0c92deacae6881959,2558,0,559911,-0.5072
4846,Primus/CO2,f0af0efc3e97107a34df3cc30c5254695d3858bb,1311,47576,559911,4.05
4846,SNUADC/ECG_II,040573f3dfc7a77302f9c032e3520c1d1661a978,10187,0,4479283,
4846,SNUADC/ECG_V5,f0fc35d358dc5232404dcce5a686fd462d75dc25,10187,0,4479283,
4846,SNUADC/PLETH,33d43bf724da42c146b1e94b4eea5a1e54407b2f,10187,0,4479283,
4847,BIS/EEG1_WAV,48c985f835fff22761ec733207045be79c6312c4,2608,227,747712,
4847,BIS/EEG2_WAV,f0f31a37484be0336b4ef05fb2f670ab106af461,2608,250,747712,
4847,Primus/AWP,6abc0021e4150af6ddf755249e0cf4563403e480,2535,717,365094,0.3
4847,Primus/CO2,a120ea133aec5b147b552befb95a9e344b9a7dd2,1284,66592,365094,0.6
4847,SNUADC/ART,eb276eb31af4f798f3b51295098dc43b5e2d0887,9953,0,2920750,
4847,SNUADC/CVP,9d95ddde1ac37c4ae668203197d2b23d25c3ad2e,9953,0,2920750,
4847,SNUADC/ECG_II,bc95cbf25a4187b7f956524dbcdfb29c2f1e21b0,9953,0,2920750,
4847,SNUADC/ECG_V5,6867f839165660ccbc310b5c60ad8a6cd244355c,9953,0,2920750,
4847,SNUADC/PLETH,92a59c52b9f846f5c367b7d046c9ca3c1f31d3a2,9953,0,2920750,
4848,Primus/AWP,c91a497dfaf2e3c910f423194d17438e8409379d,1364,31580,777748,0.6
4848,Primus/CO2,52c357d90cabb5e4236484d6146b821791efc97f,88,40208,777748,0.0
4848,SNUADC/ART,1602b327a3209d114584d3e0a15d33b216ad0902,309,0,6221979,
4848,SNUADC/ECG_II,3ad2cc01f41496a857be9ca171331db6b8731d4d,309,0,6221979,
4848,SNUADC/PLETH,bc24f09dbc269282d35d2cd1a04f3b6bc4885d7e,309,0,6221979,
4849,Primus/AWP,1365552daf0f968c344015bc3e9691b1c09886a0,1428,43731,396166,-0.1
4849,Primus/CO2,f198a77f724618d08feafd860d550a13863c04db,76,1815,396166,0.5
4849,SNUADC/ECG_II,e1b2443613ba21843a067719e99c1981d693ea8d,229,0,3169326,
4849,SNUADC/PLETH,e298e3e1388d5d75ac512aab335e5b006e59658e,229,0,3169326,
4850,BIS/EEG1_WAV,13e72b52bd7209beaa7e67da2a4ef8e331ea96eb,248,791,1066901,
4850,BIS/EEG2_WAV,2cdf48687eddc8f5d8671d13c3e3486cbb87ea80,248,1183,1066901,
4850,Primus/AWP,51ad57818483f62bb5f0d6a5698e4fd1043f7a9e,1588,7720,520948,
4850,Primus/CO2,7dc540518716215ee54ebcdbff5d248aee220668,208,14238,520948,
4850,SNUADC/ECG_II,784c4041e900eb9b189a1bc2f32c05180788d3c3,686,0,4167583,
4850,SNUADC/ECG_V5,89e0818add8d02eb67055210a87bdabc75c7a915,686,0,4167583,
4850,SNUADC/PLETH,416f0f76fe64e8367f5bc21be6dab9ba5bbf7567,686,0,4167583,
4851,BIS/EEG1_WAV,b23128b02e3aaba42de836b3a6460c6d39f4aaed,551672,1281,3312968,22.55
4851,BIS/EEG2_WAV,b5116bcfcc168bba171c61484f29fece5c267640,551672,1323,3312968,22.9
4851,Primus/AWP,759f5ce9a7199e00dac077eb6aac05f71987c6df,12046,59130,1617660,
4851,Primus/CO2,9013e9b49ee281786c5e1c6f3542c59234856b00,8010,54099,1617660,
4851,SNUADC/ART,3b8d33a7829a7c9403ff657e6614b478f460ecec,15932,0,12941280,
4851,SNUADC/ECG_II,af522ef5426ab40c4c721e2eda426135d137affc,15932,0,12941280,
4851,SNUADC/ECG_V5,e76e66f2f45905ec869230aa905ea65083a036dc,15932,0,12941280,
4851,SNUADC/PLETH,717495f7c8271485c1908038d88843a7344aa3b7,15932,0,12941280,
4852,Primus/AWP,d365cbaa97fe8b7d1e610826e840e533ac99634c,2925,193,761998,0.1
4852,Primus/CO2,d3e90b0fd0e6f4abe2986d8ae59fcb29233faf08,208,8187,761998,0.4
4852,SNUADC/ECG_II,2752515001ed00f11e22e80180f1e269464ab926,629,0,6095983,
4852,SNUADC/ECG_V5,ef1ea2f41fdc916ed60bceff857bbe685cd70504,629,0,6095983,
4852,SNUADC/PLETH,e2b4d1f82918c5f3ae4f84e83da3b4a7ee847c2c,629,0,6095983,
4853,BIS/EEG1_WAV,c678f94d3b07f825a14689cac5a027d178e06adf,2615,1092,2743815,
4853,BIS/EEG2_WAV,40543a7decd96560db5a6c207452cce18638adab,2615,748,2743815,
4853,Primus/AWP,13abac9ca826621bc20f1fdb4fc10c242a086709,8304,553,1339754,0.6
4853,Primus/CO2,9b5c8d54ff317cc8b0558a058a32e66060374d0f,1304,40229,1339754,0.0
4853,SNUADC/ART,71c75d2dcd0e97224e919d230041443867609c41,9717,0,10718026,
4853,SNUADC/CVP,f421bcdf75539ff52b3c4138ec92112cf8ee0cb8,9717,0,10718026,
4853,SNUADC/ECG_II,dac7238a7e12ca21de81fe7884d1b10656144363,9717,0,10718026,
4853,SNUADC/ECG_V5,5c717e4b83372a54cc9db12d319c506670d7f705,9717,0,10718026,
4853,SNUADC/PLETH,ccfdb09faa17f117e27988d4907cb550bda403f2,9717,0,10718026,
4854,BIS/EEG1_WAV,85d76f74a64f8f514c145b9ab42bb82be289b9c1,217,252,542713,
4854,BIS/EEG2_WAV,935e40c85c8ce09ac598b3aa9991dbfefe73d16b,217,330,542713,
4854,Primus/AWP,ca8f27e4d456eef9b3405367d0a2820322906a58,157,1074,264997,0.9
4854,Primus/CO2,ab62710814d42f79d087d181e36e3663ba3080d7,157,21095,264997,0.0
4854,SNUADC/ECG_II,0e2fb78da75e30b33489340e6e141c00b2ab4688,674,0,2119972,
4854,SNUADC/ECG_V5,526ef4ec94f5eb976f3140610b5a7758594693e9,674,0,2119972,
4854,SNUADC/PLETH,39cd11c0b541de429cda1faa0eae6d2e238a9a66,674,0,2119972,
4855,BIS/EEG1_WAV,5a3f0cd7ac415d3db968924d11f8b379f6b0a64e,172,196,602556,-4.55
4855,BIS/EEG2_WAV,30533ff75226b5442de806d34cd77d00b66d3a87,172,215,602556,70.95
4855,Primus/AWP,8f5f1f67161daf49e923d3ad6f55e2c6208b4216,2005,32640,294217,
4855,Primus/CO2,543d54d4e0fab763fbf0422c52244f3c05578200,607,44391,294217,
4855,SNUADC/ECG_II,235dad701100e505ae775880711670bc199ea075,436,0,2353734,
4855,SNUADC/ECG_V5,7e5113b1e1e1d7e3eb5d9837f20567d9ff42bbb8,436,0,2353734,
4855,SNUADC/PLETH,f93782dc5bea612d3adb252cf275a4b7589f1e41,436,0,2353734,
4856,BIS/EEG1_WAV,6012594710dff1d79ff3df64008bb918593c88fe,2795,799,2010137,
4856,BIS/EEG2_WAV,a88e9dbc9c045363ea3abb47f7a24d3b48ae9e6d,2795,221,2010137,
4856,Primus/AWP,495d3510d76f3ef6dc593caa541ec6102130a5cd,120631,8366,981512,
4856,Primus/CO2,bf9c9a67420ec86a9a34e6f4e9f599208e9fa940,1502,83718,981512,20.1
4856,SNUADC/ECG_II,15647d94971ddb9aca35667b0c084ece2c7a39d7,10440,0,7852095,
4856,SNUADC/ECG_V5,78537c159087b2dcefe6ccf5eddd8a8870973093,10440,0,7852095,
4856,SNUADC/PLETH,cb59067d293dd11b48b2aeb782a0a90471566cd4,10440,0,7852095,
4857,BIS/EEG1_WAV,5e43a5aa35949312488533acd6b2d414be0e51e7,2223,352,1071359,22.05
4857,BIS/EEG2_WAV,67cb970ea38d3ded0c3718e67b24c5698cd469f1,2223,324,1071359,22.5
4857,Primus/AWP,86ba3fe5a4db6252c4bdbb08b3ed722a4a544bda,3045,0,523125,
4857,Primus/CO2,e0d97eeb0bbdfba7e835422c0464aa4a41caa504,1665,22163,523125,
4857,SNUADC/ART,03b3df8861c8bddc60e8b743714352c1a6c52802,8334,0,4184996,
4857,SNUADC/ECG_II,dbe1e6524556c5d9f207ee8d96fff742c9cd61e0,8334,0,4184996,
4857,SNUADC/ECG_V5,8375ae82274c34e833c102772041adfcdd5fe81c,8334,0,4184996,
4857,SNUADC/PLETH,2fe33b23b82abb7ecad0fd5e01431d4c865abf77,8334,0,4184996,
4858,Primus/AWP,c9a8b742736604c7caa102f0a03944427501c764,2867,1326,779455,-0.6
4858,Primus/CO2,b04f5d6cb15a7acccffe743a6fd87aa1b6c33fca,115,32842,779455,0.0
4858,SNUADC/ART,544c9af52c867f3da8c624e5271d73af0e8ac082,86,0,6235640,
4858,SNUADC/ECG_II,a815c09d953ce36f5dd2d8f5e78be073e5496768,86,0,6235640,
4858,SNUADC/ECG_V5,644daba7d0b56a28d53a0c5f4e5dc378bce8d384,86,0,6235640,
4858,SNUADC/PLETH,5140ede27536ffe211aeb3cea64ecc70d37ec51f,86,0,6235640,
4859,BIS/EEG1_WAV,4f003e7e1db8db355d51f77bd9103e7a92ffbad0,226,365,1314002,
4859,BIS/EEG2_WAV,2cf9fd374c800518b0dafafb58147fe2e45aaf3b,226,522,1314002,
4859,Primus/AWP,e57b61b50635562df95ec361242e07dd5164d2c5,1452,9368,641603,
4859,Primus/CO2,cae8419aab37cd10ec257e21ab142d372578880b,203,32661,641603,
4859,SNUADC/ART,188d77cd942440502434d5e0439ff7e20244863f,424,0,5132819,
4859,SNUADC/CVP,d1f6869bba5568d23fbd66a55e93a3ce204a5d30,424,0,5132819,
4859,SNUADC/ECG_II,850f31ab86d2296d5f4cee720ec589f97fca7094,424,0,5132819,
